username,pet_breed,age,size,gender,latitude,longitude
1446,Labrador Retriever,11,large,Male,27.44513495601103,34.29404064367777
15685,Australian Shepherd,9,medium,Female,27.905762581264796,27.564586142883726
18737,Labrador Retriever,6,large,Male,30.49399910767837,29.32977940100198
2172,Boxer,9,medium,Male,29.55769481033433,32.486455316018755
7410,German Shepherd,14,large,Male,28.29929859722036,33.4509153747798
12358,Dachshund,5,small,Female,30.328977414049557,32.42226430587483
13515,French Bulldog,15,small,Female,27.982169526968384,26.33625107424435
6318,Yorkshire Terrier,1,small,Female,28.033295348039875,35.42418175894989
16946,Dachshund,12,small,Male,28.97719146283469,34.70032715553902
6258,Great Dane,9,large,Male,24.240793746581687,25.401978363551034
9303,Boxer,6,medium,Male,24.30809772009559,31.441719069313024
1009,Labrador Retriever,10,large,Female,29.88531789251157,35.46452852400277
23532,Pomeranian,4,small,Male,29.02386534410914,31.98950603328143
5276,Siberian Husky,15,medium,Female,26.579417933781254,28.454670349972886
9605,Australian Shepherd,10,medium,Female,24.287005955717085,32.836305656953044
2820,French Griffon,2,small,Female,23.99442935447004,29.994354456095103
11652,Rottweiler,5,large,Male,26.63701802427913,32.10350580433049
9228,Dachshund,8,small,Male,22.243048648601253,26.481258686379977
9841,Rottweiler,5,large,Female,24.949809822879065,30.87526411420775
6579,Golden Retriever,2,large,Female,28.025943255129924,25.180512743298696
12922,Poodle,2,small,Female,25.235612363982593,28.408465214406178
3178,Beagle,1,small,Male,27.4111087516018,31.858751069275364
18732,French Bulldog,7,small,Male,28.954552504665852,27.623788893719997
6168,Great Dane,2,large,Male,24.20744230284861,34.84434901856828
9456,Dachshund,2,small,Male,26.245257078594125,30.389099548190558
16340,French Bulldog,7,small,Female,26.29238568108014,33.43199428202021
19341,Bulldog,13,medium,Male,27.98862435767986,35.30889718660112
11630,Labrador Retriever,14,large,Female,29.744376999007688,32.86326686786707
23079,Maltese,6,small,Female,29.851353050250722,27.544522958961423
1363,Doberman Pinscher,8,large,Male,30.90062781240553,25.062146410823136
9534,Australian Shepherd,13,medium,Male,29.201249096437195,34.28423328843692
12928,Labrador Retriever,5,large,Male,28.880993256367958,25.202843016601395
16996,Siberian Husky,4,medium,Male,27.998102223327102,34.527927191483634
1247,French Bulldog,9,small,Male,23.629534160258874,32.281554253115154
10345,Doberman Pinscher,5,large,Male,28.61485625210257,31.578440806579327
23546,Dachshund,3,small,Female,30.334576046995814,29.919583081966106
15622,Labrador Retriever,7,large,Male,22.16157180434962,31.804362300472533
24501,Labrador Retriever,5,large,Female,23.689803620701813,26.877540866784297
7784,Australian Shepherd,14,medium,Female,23.066508566856097,34.6364453326984
4445,Great Dane,14,large,Female,29.950133800743465,28.639889074110112
21533,Border Collie,5,medium,Female,22.67041683820373,26.57593634041465
21985,Rottweiler,8,large,Female,27.71432660648607,30.929861785147494
10885,Rottweiler,4,large,Female,23.40966681429817,31.99454145835752
12692,Border Collie,8,medium,Male,23.481170423593053,30.931589409305293
15045,German Shepherd,4,large,Male,23.157192581218176,27.080702693533755
18032,Great Dane,14,large,Male,24.188391495208894,25.3611051979894
8913,Rottweiler,8,large,Male,23.22460048015547,32.72972762789646
23502,Chihuahua,11,small,Female,28.77136150637144,35.92946134536667
2873,Labrador Retriever,12,large,Female,23.947293398867995,25.378564103770064
14978,Great Dane,13,large,Female,30.749167655035762,30.927029744550776
5206,Border Collie,10,medium,Male,27.670991968056306,32.74396987055181
7163,Shih Tzu,15,small,Male,23.014965763412103,31.43317379278289
20997,Bulldog,7,medium,Male,25.008726135484142,27.328674850125886
